video_id,subset,recipe_type,segment_id,segment_start,segment_end,sentence,predicted_label
R4ZerUrULLk,training,416,5,104,114,add kasoori methi and garram masala,Season
RFE7qdhjgXc,validation,404,1,58,65,add in some flour and baking soda to the chicken too and mix it well,Bake
RWtVm_5_D2s,validation,205,0,20,33,add yeast and oil to the water,Mix
RY10IUcz3bk,validation,106,5,242,348,add layers of macarnoni and cheese,Mix
RllWJUvrxEY,validation,113,9,241,245,place the wrapped sandwhich on the grill,Cook-Heat
RoLhMa9SHsI,training,113,3,90,118,add the pickles slices of jalapeno tomatoes and the chadders on top,Plate
RqgN6iWMkb0,validation,314,10,244,261,place pork corn an egg and green on the noodles,Plate
SIRq4vM7zLQ,training,303,2,249,310,add tofu salt soy sauce chicken broth cover it and cook,Cook-Heat
SRIffPRdq_M,training,204,3,141,154,pour in vodka,Mix
SRIffPRdq_M,training,204,9,274,284,add basil to the sauce,Season
SZ7TtauNFRU,training,229,10,510,535,add vegetables and garlic sauce to the pita,Plate
SZ7TtauNFRU,training,229,11,537,546,place the falafel on the sandwich,Plate
SjA7PFoZcNQ,validation,423,1,105,110,strain oil and discard shells,Idle
SjA7PFoZcNQ,validation,423,8,296,300,add coconut milk and bring to a simmer,Cook-Heat
SjA7PFoZcNQ,validation,423,10,335,345,add bok choy and remove from heat after 30 seconds,Idle
SkPvNb9P7XQ,training,214,7,131,136,layer the foie gras pudding and apple,Plate
SqLOMJ2D_SM,training,316,0,18,34,put the kombu in boiling water for 30 min,Cook-Heat
SqLOMJ2D_SM,training,316,1,60,75,shave the bonito and put the flakes in the water,Prep
T2lxCGJ9ekg,training,126,8,219,226,fill a taco shell with the mixture cheddar cheese and chopped iced lettuce,Plate
TFJ6oR89Vb8,training,104,1,56,65,add feta cheese basil and cherry tomatoes to the eggs,Mix
TFRrKVTcWnI,training,127,8,440,468,put cheese on tortilla first and then add beans salsa and guacamole,Mix
TGY3iP4X34c,training,127,11,284,301,add beans enchiladas sauce onion and cheese to the center of the tortilla,Mix
TMpt-41UTOk,validation,218,6,257,270,in the food processor add flour and salt,Mix
TO_W2RYL2mA,validation,314,4,72,85,add some chopped cucumber and red chilli,Mix
TO_W2RYL2mA,validation,314,6,97,105,take the soup out with some boiled ramen to serve,Plate
T_o_T3LEYLY,validation,406,5,320,330,remove the rolls from the oil and serve with a sauce,Plate
T_o_T3LEYLY,validation,406,7,373,387,place the filling on one end of the sheet and roll,Mix
TmbdrTVJ_Mo,training,213,4,214,238,put some grated swiss cheese on top and cover the top with another mustard applied toast,Season
Tq_nqORh6hs,training,401,2,146,189,add cut chicken pieces to the fried onion mixture and fry,Cook-Heat
Tq_nqORh6hs,training,401,5,242,269,now add the curry base stir it cover the lid and simmer,Cook-Heat
Tq_nqORh6hs,training,401,6,271,307,open the lid and add garam masala and fenugreek leaves,Idle
TvKIeO1kmR4,training,116,8,314,357,add sauce mixture and spread over entire pizza add pepperoni on top,Season
TvQjlIaAssw,training,225,4,77,87,add the pasta and beans to the soup,Mix
TyR6QO1pVCo,training,323,2,142,182,add frozen peas pork pepper and soy sauce to the pan and stir,Mix
U8Mb5cr7JDQ,training,219,4,114,142,place the cabbage to a jar and press it firmly to the bottom,Plate
UHmKlQ2OkTM,training,106,6,346,368,add some cheese and keeps whisking until it starts to melt,Mix
UUlfKJ9M_pQ,training,121,2,74,91,take the bacon out add onion and celery and cook,Cook-Heat
UUlfKJ9M_pQ,training,121,5,205,230,add cream and the clams and cook,Cook-Heat
UZGqsSB9cSQ,training,317,4,139,155,add the chopped green onion and sesame seeds to the beef and mix,Mix
UZGqsSB9cSQ,training,317,6,198,216,place the beef and ssamjang paste onto a piece of lettuce,Plate
U_2DFd2ZMfs,validation,412,4,212,278,add chicken peas salt and soy sauce to the pan and fry,Cook-Heat
U_yVc8Dl048,validation,325,5,100,117,add the mushroom and the leftover water to 5 cups of boiling chicken stock,Mix
U_yVc8Dl048,validation,325,7,146,165,add the scallions bamboo shoots and the tofu and simmer for five min,Cook-Heat
UtVDwLyQz08,training,105,3,50,65,dip the chicken legs in it and marinate for about 5-6 hours keeping it in the fridge,Season
VJh-hIt_Oc0,training,103,0,32,46,add bread crumbs onion and egg to the ground beef,Mix
VJh-hIt_Oc0,training,103,6,171,187,add tomato onion lettuce mustard ketchup and relish on top,Plate
VSrY0ORD394,training,309,6,196,200,place the filling in the center of the wrapper,Plate
VcIF3HOI9wI,training,101,6,164,185,take the toasted bread spread some mayonnaise on both the slices,Plate
VcIF3HOI9wI,training,101,7,192,215,place the bacon pieces on one toast,Cook-Heat
Vi9BxQvpdpQ,training,418,6,205,236,add chana masala and cook for 2 minutes,Cook-Heat
Vi9BxQvpdpQ,training,418,9,381,405,after 4 hours divide dough in small balls,Cut
VmaEuPzlPII,validation,403,0,39,44,scramble the egg,Cook-Heat
VmaEuPzlPII,validation,403,8,160,173,add water from the jar of sauce,Mix
Vyrq2i3R_Sk,training,209,5,186,222,add lamb stock tomato puree and lea and perrins and warm water,Mix
W0jVkPYQjEo,training,103,0,40,102,make the burger patties into round and thick shape and make a little indentation in the center,Plate
W2xZWTltJ10,training,418,10,577,592,add kasuri methi,Mix
W4nvDoCtdHM,training,213,1,130,144,take the bread slice and spread french mustard and place a slice of ham and add mimolet on top of it,Plate
W4uSf0d5yhw,training,228,8,342,361,add citric acid to the hummus,Mix
W882NYaaiEs,training,106,7,331,355,add breadcrumbs and parmesan on top,Plate
WAevYUItUAY,training,216,0,26,38,place the brats on the preheated grill,Cook-Heat
WAevYUItUAY,training,216,1,70,78,turn the brats,Bake
WDIf2Jo9EiQ,training,124,0,100,117,take the bacon pieces and wrap each hotdog in bacon,Prep
WDIf2Jo9EiQ,training,124,4,280,294,place jalapenos on the hot dogs,Plate
WO4EXX5DJHQ,training,223,0,39,45,place flour and beef in a bag,Prep
WQlMXudBGT4,validation,228,1,28,44,squeeze a lemon and add the juice to the food processor,Mix
WWwcQ6kiKtA,training,126,5,403,416,add the meat to the center of the tortilla,Mix
WWwcQ6kiKtA,training,126,6,418,429,add the onion and cilantro to the taco,Mix
WZu2ZAHzjbg,training,418,0,16,110,add oil seeds flour tomatoes and garlic seasoning to a pan and stir,Mix
WZu2ZAHzjbg,training,418,5,159,160,remove the lid,Idle
WcNepcoPYmA,training,201,4,147,161,add spaghetti sauce and mozzarella cheese,Mix
We4NsM_moJQ,training,413,9,284,311,put mayo meat prepared vegetables cilantro and green chili between the buns,Mix
WlkaUxBwURQ,validation,211,5,165,187,scoop the mixture on a plate and garnish with chopped parsley,Plate
Ws7JgPJsVjs,validation,308,4,93,110,place tuna on top of the roll,Plate
X19GtsFLeUU,training,109,2,85,106,pour the marinate mixture on top of the wings mix it and refridgerate,Season
X1e5zsLlbZo,training,304,9,194,205,pour soy sauce onto the noodles,Mix
X4GOx3EW3Rw,validation,319,7,191,211,add the marinated pork and cook while stirring until the pork cooks through,Cook-Heat
X4GOx3EW3Rw,validation,319,10,248,259,finally top the rice with spicy pork bibimbap and serve drizzling little bit of sesame oil on top,Plate
XAHNVoKV1Bc,validation,203,1,100,108,put 28 ounces of tomato into the processor and puree,Mix
XAHNVoKV1Bc,validation,203,8,482,491,add 3 ounces of spaghetti into boiling water,Cook-Heat
XNbfYAZ__iU,training,409,4,240,256,add the green beans and mix it,Mix
XXUmUPDosYQ,validation,404,0,32,101,add red bell pepper green onion and garlic to a hot pan and stir,Mix
XXrVZ-bhQEw,training,116,1,8,14,place pepperoni on it and mozzarella cheese sticks on the pepperoni,Plate
XZIiNz19HWA,training,307,4,67,91,place the crab meat sticks on the nori sheet,Mix
XZIiNz19HWA,training,307,5,92,107,add some cucumber and avocado along with the meat,Mix
XZIiNz19HWA,training,307,6,109,146,roll the nori sheet using the rolling mat,Mix
XbTA0SGOdwk,validation,203,9,226,231,place the meatballs in the sauce,Plate
XbTA0SGOdwk,validation,203,10,237,248,add basal leaves to the sauce,Mix
XlAZJB-uAO0,training,203,3,139,162,add minced onions breadcrumbs and parmesan cheese and mix it well,Mix
XudXzmE1E80,training,319,4,95,97,place an egg in the middle of the rice,Plate
YLmAvKNX0mI,training,301,7,385,398,add peanuts and serve,Plate
YhevdroG7a4,validation,401,3,91,110,add chicken and mix everything well together so that chicken gets coated properly,Season
YnSPiFBZiRI,training,110,5,231,250,now add fried chicken bacon croutons cooked eggs slices of parmesan cheese and dressing on top and serve,Plate
Z6c8hIW7bhI,training,325,10,392,420,add diced tofu more water and salted vegetables stir and serve garnishing with chopped onion springs on top,Plate
Z6coaaI77PY,training,409,5,179,199,add yogurt to the vegetables and mix,Mix
ZGLv-uyeQWU,training,126,4,323,394,take out the meat mash it add the sauce to it mix together and serve topping with salad and guacamole,Mix
ZTU_etWv0L8,training,412,2,100,134,add roasted shirmps sliced tomatoes and mix well,Bake
ZazBiZ6ktfk,training,314,4,320,340,place roast pork green onion egg chili pepper and nori in the soup,Bake
_5T4SAo7S-E,training,422,5,304,369,wrap the shrimp mixture in a wonton pastry slices and place it on a plate,Cut
_5T4SAo7S-E,training,422,7,393,435,add some salt and sesame oil in two bowls add spicy sauce into one bowl,Season
_7biIt2WwFA,training,224,8,221,226,squeeze lemon juice on top,Plate
_HtTUAmEqts,training,203,1,50,70,add garlic and cook,Cook-Heat
_SYj8e0ghqA,training,323,8,434,447,add meat and vegetables to the rice,Mix
_b5ZFYRGFDg,training,323,3,204,207,add bbq pork,Mix
_b5ZFYRGFDg,training,323,5,287,298,add green onion peas and carrots,Mix
_bICKhr9AGo,training,413,0,40,62,place pieces of pork shoulder dark and light soy sauce chinese rice wine cinnamon sticks and water to a pot,Prep
_eUYGNVVUD0,training,223,3,179,198,remove cooked meat and add second batch,Cook-Heat
_eUYGNVVUD0,training,223,8,300,336,add beef broth thyme and wine,Mix
_eUYGNVVUD0,training,223,9,366,389,add oil onions and mushrooms,Mix
_eUYGNVVUD0,training,223,10,398,413,add beef stock to bot and mix,Mix
_ilIn1kmNSA,validation,222,12,108,110,pour the soup on the mussels,Mix
_pwC3oNzQT8,training,105,3,232,274,dip the chicken in the flour marinade and the bread crumbs,Prep
a3ZvOvo49WE,training,216,5,310,355,place the bratwurst on direct heat on the grill let it grill until cooked on both side,Cook-Heat
a473xRKrDYU,training,109,3,128,148,dip the wings in sauce,Season
a4RwXrA1hiE,validation,324,4,88,99,add the tofu and cook until the liquid is gone,Cook-Heat
a6tBjoYxbYQ,training,313,3,87,113,roll sushi using the mat,Mix
aEXmWHuxdO4,training,317,1,99,124,add sesame seeds sesame oil and soy sauce,Season
aSLQ9Ow-wMA,training,303,0,73,112,finely chop ginger green onion and cilantro,Cut
aYjy__xnegM,validation,318,3,167,194,place the beef onto a grill,Cook-Heat
aYyh8axyDg8,training,324,3,263,274,add some chopped lettuce in the soup and cook them,Cook-Heat
awQYyYgulLw,validation,202,4,93,103,add the macaroni and let it cook for 8 minutes,Cook-Heat
awlqmed2nwU,training,401,7,260,262,add the garnish,Plate
b34VwqSkRE0,training,309,5,100,108,place the filling in the center of the wrapper,Plate
b34VwqSkRE0,training,309,6,108,117,moisten the edge of the wrapper,Idle
bQ3QYyFglc0,training,101,6,89,100,put some avocado on top,Plate
bY4_F8J8HOM,validation,419,4,363,400,roll out the dough,Mix
bpogVeh1pRw,training,318,2,138,162,put the beef rib and marinate mixture in plastic bag using chamber sealer seal it and refrigerate,Season
bqmkNRNd5yw,training,201,3,195,254,dip the chicken breast in flour egg coat and bread crumbs,Season
bxgdUWKOwtQ,validation,421,9,450,471,add stuffing to cone and use some water to seal the top edges,Idle
c87PnAWDbOA,training,325,1,67,75,when it boils cover and simmer gently for twenty minutes,Cook-Heat
c87PnAWDbOA,training,325,5,100,106,when the soup is boiling add prawns and simmer gently for two minutes,Cook-Heat
c8ehb0s3gtQ,training,223,5,280,322,add bacon fat beef bacon red wine chopped garlic tomato paste and marjoram  and stir,Mix
c9eELn4axpg,validation,101,8,241,255,place few leaves of spring greens over the avocado spread slightly press them and add sliced tomatoes on them,Plate
c9eELn4axpg,validation,101,10,286,289,place sunny side egg over the top and serve,Plate
cMzyB4m3VHY,validation,116,2,102,145,pour and spread the sauce on the pizza base and add a layer of grated mozzarella cheese and top with pepperoni,Plate
cVUMbDi51ZQ,training,406,5,515,577,place shrimp accross middle and add all other ingredients,Plate
coYqrXsDPdU,training,106,8,177,208,pour the mixture to the macaroni and season with more cheese,Season
dB4SW9-y13U,training,321,2,108,145,add cooking wine soy sauce an egg and garlic to a bowl of chicken and mix,Cook-Heat
dB4SW9-y13U,training,321,8,265,271,add corn starch slurry to the sauce and mix,Mix
dEBUJ6MZ6e0,training,206,0,12,30,grate some pecorino cheese and beat the eggs,Cut
dMhoqii0Cq0,validation,213,2,111,117,put the other piece of bread on the one with ham,Mix
dXhZKrEUHEI,training,310,7,307,352,put baby coriander avocado mousse salmon fish eggs and the dressing with it and serve,Plate
davq4bio878,training,314,7,120,130,put noodles into the stock,Mix
dg47TZzD2GM,training,204,2,142,150,add cream and the vodka,Mix
dkvHu_2X9rs,training,116,5,100,122,place the dough on a hot grill and flip,Cook-Heat
dkvHu_2X9rs,training,116,7,133,179,add sliced tomatoes basil parmesan cheese mozzarella cheese turkey pepperoni cream cheese and olives to the crust,Mix
dnrZJQmC05c,training,211,3,119,163,add onion to cabbage and stir,Mix
e-LKNWrv6TQ,training,204,5,208,227,add some cream,Mix
e-LKNWrv6TQ,training,204,6,235,240,add vodka to the sauce,Mix
e7sUV8nqs3k,training,419,0,40,53,add sugar to warm water and yeast,Season
e7sUV8nqs3k,training,419,2,93,110,add oil and knead,Mix
e7sUV8nqs3k,training,419,6,200,220,roll small ball of dough flat and cover with garlic spread,Mix
eHk6NSLGAkc,validation,202,2,54,66,add minced garlic,Mix
eQZEf3NCCo4,validation,307,3,141,150,wrap the mat with plastic,Idle
eWBSMD3BiHM,validation,412,10,411,430,pour the sauce in the center of the rice,Plate
eWR6fgNWfqw,training,309,4,181,197,place the filling on the wrapper,Idle
eX2r9gvdt1o,training,120,4,108,133,place the mixture in rings and place the rings on a grill,Cook-Heat
eYOn2ZVB4nc,validation,227,2,66,76,remove the leaves from stalks of mint chop finely and add to the parsley,Cut
efnHOsT7k9s,validation,205,3,133,135,place the pizza on the stone,Idle
eyfZZWZwDOY,training,215,7,367,368,place escargots and garlic butter on the pastry,Plate
eyfZZWZwDOY,training,215,11,410,421,brush the pastry with butter,Season
fIhIyOWIIz0,training,307,2,37,55,add crab avocado cumumber and roll it over,Mix
fOPF3x6c2WI,training,101,3,53,63,put some strips of crispy bacon on top,Plate
ffyHeyRpYvo,validation,208,9,344,353,remove the lid and check if the sausages are done,Idle
fnbXolhuE7k,validation,416,9,352,363,add garram masala and cilantro to the dal,Season
fqqpdOpgkdc,training,126,2,269,276,put the sauce on the taco,Mix
fr_02xrchH0,training,213,4,109,116,pour the sauce on a piece of ham on each bread and pour some shredded cheese on the ham,Mix
g0KDpc1kSjo,training,302,0,112,117,place the filling on the wrapper,Idle
g0KDpc1kSjo,training,302,2,132,144,tuck the sides of the wrapper in and roll,Mix
g0KDpc1kSjo,training,302,3,146,154,seal the spring roll with water,Mix
g1jFJYtQ9_s,training,410,5,209,239,roll the dough out,Mix
g1jFJYtQ9_s,training,410,7,260,263,when bubbles form flip the bread over,Idle
g1jFJYtQ9_s,training,410,8,279,290,place the bread on the flame,Cook-Heat
g6eV_7U5HX8,validation,127,2,52,70,on a new preheated pan add the flour tortilla and heat on both sides,Bake
g6eV_7U5HX8,validation,127,5,124,150,roll the burrito up and use sour cream to seal it up,Mix
gB6Fd4D697s,training,304,6,273,320,add in cabbage spring onion and bean sprouts and cook until everything is ready,Cook-Heat
gC5pQUpJBtM,training,223,11,266,284,take out beef pieces leaving herbs and vegetables,Idle
gEYyWqs1oL0,validation,310,4,147,150,place wasabi next to the tuna,Plate
gTqhgReBDw0,validation,210,6,156,170,let it cook for 2-3 minutes on both side until golden and serve,Cook-Heat
gYWqhml_YJQ,validation,403,3,124,135,add some chopped green onions and rice noodles,Mix
gYWqhml_YJQ,validation,403,4,137,155,pour some lime juice brown sugar and fish sauce,Bake
gZuDMKXWU_E,validation,103,9,335,353,layer lettuce the patty onion tomato pickle mustard ketchup and the top bun onto the bottom bun,Plate
gbkXkxwlYjw,training,323,5,271,309,add mirin soy sauce and black vinegar to the wok and stir,Season
gbkXkxwlYjw,training,323,6,324,384,crack an egg in the center of the wok and stir,Plate
gswKIbddBHw,training,309,2,113,116,place the filling in the center of the wrapper,Plate
hM3j1SlUQd8,training,308,0,64,67,place the seaweed sheet down,Plate
hM3j1SlUQd8,training,308,2,88,97,lay strips of tuna in a line on the sheet,Plate
hnxHxJ1BKXA,training,115,3,175,182,insert a bamboo skewer lengthwise into the center of each hot dog,Plate
ho2JlRJp9rk,training,103,6,256,306,put lettuce sliced tomato patty sauce and fried ingredients in the buns,Mix
hs2h7nb5PHQ,validation,121,3,176,202,add the vegetable mixture and the clam meat,Mix
i0qYuhtSQHI,validation,213,6,148,164,add a layer of cheese and top with bread,Plate
iX5UqDbD9YE,training,316,1,90,97,add dashi and miso paste,Mix
i_wZnw6f5Fw,training,122,7,345,367,when the soup boils turn the heat down and let it simmer for three to four minutes,Cook-Heat
imfl-NXiU8g,training,214,4,249,257,remove the vein from the foie gras,Cut
imfl-NXiU8g,training,214,12,403,409,add some beef stock to the apples,Mix
j2HzT9LHiUE,training,309,1,17,44,add cold water sesame oil and salt and stir,Season
j2HzT9LHiUE,training,309,7,160,166,put the mixture into the fridge,Mix
j878b3cSqEw,training,425,8,245,246,add ghee to the center of the dosa,Mix
jGC0VhFCk5Y,training,210,5,83,112,form the boxty into a ball,Idle
jgeZjmXCDiw,training,119,9,329,346,lay the meatloaf on the try,Plate
jkFDlNHAXsU,training,418,2,117,180,add cumin and onion paste and fry till golden,Cook-Heat
jxMQRNpUsXc,training,206,4,132,136,take the spaghetti out and garnish with basil,Plate
k7EVFW1nCNI,training,110,0,125,293,put mayonnaise parmesan lemon juice worcestershire sauce olive oil mustard anchovy paste garlic pepper salt and sugar in the food processor,Mix
k89aq4jtiNM,training,403,4,180,188,add fish sauce and oyster sauce,Mix
k89aq4jtiNM,training,403,5,195,210,add some garlic chives sprouts and pickled daikon,Mix
kAD8FSnkm50,training,218,3,115,131,roll the dough out,Mix
kEpB-PVlvVk,training,325,3,126,160,add the simmered tofu mushrooms and bamboo shoots,Mix
kEpB-PVlvVk,training,325,4,179,185,add all the seafood to the soup,Mix
kSyFQ1hWBLU,training,215,1,70,78,place the lemon grass in the shell,Plate
kSyFQ1hWBLU,training,215,3,92,102,place the shells in the steamer,Cook-Heat
kTVcpmqpXJ8,training,324,4,132,138,add the udon noodles to the soup,Mix
kWLYcM3uVVc,validation,116,5,50,55,replace the top of the french loaf,Idle
k_PX3Pa5GdY,training,302,3,146,154,take off heat and transfer to a bowl to cool,Idle
k_PX3Pa5GdY,training,302,5,166,175,place spring roll wrapper down,Mix
k_PX3Pa5GdY,training,302,7,183,189,place filling on the wrapper,Idle
k_PX3Pa5GdY,training,302,10,216,221,bush a little bit of egg on the top and seal roll,Mix
l2E5jHfAENY,training,224,0,79,125,pound the veal,Idle
lBguj96fa5w,validation,422,4,286,341,add soy sauce and sesame oil to a pot of boiling water and add the wontons,Cook-Heat
lBnuFn9q3Xs,training,406,3,116,122,place the filling on the wrapper,Idle
lKm5Ji1Fr4U,validation,122,1,83,89,add some chopped celery chopped bell pepper to the mixture in the pan,Cook-Heat
lYiKwaclCZQ,training,423,4,144,154,add a little curry powder a chicken stock cube and water,Mix
lgg6luYfQ1w,training,116,6,260,295,place pepperoni on top of the pizza,Plate
lhSHtL-fMYA,training,318,12,456,463,wrap everything up with lettuce,Idle
lqDgvgDkphY,training,409,6,182,191,add the rice,Mix
luDzsPatsGw,validation,214,1,168,184,wipe the foie gras,Idle
m3kFrdCHitg,validation,413,4,49,72,place lettuce onions chicken jalapenos basil on top of the bread,Plate
m88rF0rwHo8,validation,403,2,110,122,add dry noodles to the pan and fish sauce,Mix
mV3m2svj3XE,validation,412,0,53,59,add fish sauce to a bowl,Mix
mixdagZ-fwI,training,126,5,259,345,place the beef and toppings in the shell,Idle
nF67_d1HHnI,training,113,9,364,389,brush the bread with butter and place the sandwich on the pan,Cook-Heat
nRageCYhbO8,training,406,8,296,314,roll up and fold edges,Mix
nVERaEFJWLQ,validation,416,1,156,163,add the lentils and cover,Mix
nbiOaHaKuKs,training,101,4,87,104,put chicken and cheese on top the bread,Plate
nbiOaHaKuKs,training,101,6,111,139,put bacon vegetables and dressing on top of the bread,Plate
nfJ8Hsh7L_c,training,209,5,175,189,place the cauliflour on top,Plate
nfO0YS2dSdw,training,121,2,71,86,put some diced celery and minced garlic and stir,Mix
noS_n5k3oxM,validation,317,6,368,414,add garlic ginger brown sugar and chopped onion and mix it well,Bake
ntiGX3X-spA,validation,301,7,248,269,pour in some cooking wine oyster sauce soy sauce give stir and cook in high flame,Cook-Heat
ny7G1uw36J0,training,413,4,328,340,pour the sauce on top,Plate
nzH74JoLMPI,training,418,11,222,229,add the cilantro to the chana masala,Season
o2H6KyYNy3s,training,218,3,103,115,roll out the dough,Mix
o4gTZoW0SXI,training,412,0,80,98,take a bowl of cooked rice and add crushed garlic and light brown sugar and soyasauce and some white ground,Bake
o4gTZoW0SXI,training,412,3,160,180,add the cooked rice and mix it well with vegetables abd shrimp for 2-3 minutes,Mix
o9kndEZvsnY,validation,324,1,60,97,open 6 udon noodles,Idle
oAE7nqQeMBQ,validation,117,0,14,18,add grease to a cooking tray,Cook-Heat
oAE7nqQeMBQ,validation,117,1,19,33,add milk to a bowl of eggs green onions onion powder and salt,Mix
oDsUh1es_lo,validation,113,4,51,57,place cheese on the bread,Plate
oDsUh1es_lo,validation,113,5,57,60,place the bread on top of the bread,Plate
oP6PR4KfH0A,training,102,4,137,147,add flour into a tray,Mix
oR2QDpoatcQ,validation,202,3,187,205,add in the kidney beans and butter,Mix
oRMqGMnK5mk,training,204,5,291,314,turn the heat low and add marinara sauce,Idle
oYeWU0dyanY,training,206,6,278,329,take cooked bacon off the stove add drained pasta to it and pour sauce to it and mix well,Idle
oaOdliOVL6g,training,206,1,76,86,slice and fry the bacon,Cook-Heat
obixe3__Sjk,training,212,8,184,191,pour the filling into a tray,Mix
odLBmYsUaHI,training,201,5,163,174,put some parmesan cheese and mozzarella cheese on the chicken,Mix
on8-O_f69ys,training,206,4,161,198,take eggs lightly whisk then add grated parmesan cheese grated pepper thick cream and whisk thoroughly to make sauce,Mix
on8-O_f69ys,training,206,6,229,236,take some water from the boiling pasta and keep it aside,Cook-Heat
p-PFp1c0FKs,validation,121,8,110,133,add the clams,Mix
p2GVwIauFks,training,404,2,99,113,add little worcestershire sauce schezwan sauce  mix it and let it marinate for 5 min,Season
p2GVwIauFks,training,404,8,338,390,add green onion curry powder fried shrimps chicken stock and mix well,Mix
pS5T4dCCclQ,training,228,0,15,18,add chickpeas to a fodd processor,Mix
pTjoGIvSfE8,validation,225,6,430,465,add drained pasta and beans to tomatoes and cook additional 10-15 minutes on low,Cook-Heat
paiJGvLILKE,validation,413,6,328,342,put the cooked beef in between,Mix
paiJGvLILKE,validation,413,7,349,441,add herbs and carrot daikon and hot sauce in between and serve,Plate
pvGBm2epEo0,training,226,6,266,272,add 3-4 tbsp of olive oil,Mix
pz1pXfa208Y,training,117,5,102,105,place an egg on the salmon,Idle
qOB709GWcE8,training,124,5,220,239,place slices of tomato in the edges and pickle and 2 pepper on top,Plate
qaDMnLE6NBU,training,406,0,66,86,add the sauce and peanut butter into food processor and process it adding little bit of sugar water garlic powder,Mix
qaDMnLE6NBU,training,406,2,110,150,add sugar into measuring cup add hot water stir squeeze in some lime chopped garlic stir add chili pepper,Mix
qndZKzNHpwc,training,308,0,114,164,place a ball of rice onto the seaweed and spread out,Idle
qndZKzNHpwc,training,308,3,219,224,place scallians in a line on the seaweed,Idle
qpxPlQ0IfLk,training,110,6,108,131,add olive oil parmesan cheese and anchovy paste to it,Mix
qqiJM4fV074,training,422,4,101,105,put the wontons in the soup to boil,Cook-Heat
qxSUbk742Ag,training,222,2,210,215,add white wine,Mix
qxSUbk742Ag,training,222,4,259,270,add mussels and cover,Mix
r4VSQuNE6D4,training,108,2,42,47,pour the batter into the bottles,Mix
r9AtdDfDVmo,validation,413,11,370,379,add sriracha sauce to the sandwich,Mix
rLBQ2Wglw6Y,training,419,10,302,320,spray buns with oil and top with sesame seeds,Plate
rMaWiWAg2tE,training,127,0,4,10,add diced onion and minced garlic stir on low heat until translucent,Mix
rMaWiWAg2tE,training,127,3,27,29,place the lid on and simmer,Cook-Heat
rT3Esab9zmU,training,127,5,119,139,add meat substitute to the sauce and mix it together,Mix
rTVN7NN-m2Q,training,308,2,136,144,place the tuna mixture on the rice,Plate
rlHZ8xe9G10,training,209,8,400,480,layer the mashed potatos in the dish,Idle
s9r-CxnCXkg,training,104,3,110,123,put the scrambled eggs on a piece of toast to serve,Plate
sTTECSIiL6I,training,308,3,177,189,lay the cut tuna meat on the spread rice,Plate
sTTECSIiL6I,training,308,7,368,382,add sauce on the top,Mix
shG7q7jqfsY,training,216,2,60,70,put the punctured brats in the hot beer and cook for 15 minutes,Cook-Heat
shG7q7jqfsY,training,216,4,94,97,put the cooked brats in the bun add some mustard and sauerkraut and serve,Plate
skrWT6xHVoI,training,120,3,114,132,add the diced onions and mix,Mix
svgC7Pcu3_0,training,308,4,344,425,add some avocado on the tuna and roll the sushi,Mix
t6PFNTZdkwo,training,314,12,377,416,add noodles bean sprouts eggs bamboo pork and leeks to the soup,Mix
tGGrOrIqB8U,training,117,0,20,45,place eggs into the cups of an egg poacher,Idle
tKAWmB7gaYk,training,127,2,165,202,add hot sauce and cheese on top,Plate
tKWl-njXhP0,training,218,6,215,270,shape to dough to cover the filling and seal it,Mix
tXfLb2JyZI0,training,410,1,50,88,roll the dough out,Mix
tXfLb2JyZI0,training,410,4,150,160,place the roti on the flame so that it puffs out,Cook-Heat
tYg3lQ5aZv8,validation,309,3,71,86,take off the skin of shallots and finely mince,Cut
tZF_WIdSQHM,training,305,9,506,603,transfer the kim chi to an air tight container,Idle
tlGFRoMj4uE,training,218,6,389,483,wrap them up to pierogi shape,Mix
tqA5LByjh_Y,training,124,6,170,218,place the sausage on the grill and grill it along with the onion and bell pepper pan,Cook-Heat
tqA5LByjh_Y,training,124,7,220,235,place the provolone cheese on the sausages let grill it on indirect heat,Cook-Heat
trSnVJl6Q_k,training,203,2,34,66,add the beef bread crumbs parmesan cheese parsley basil and garlic to the bowl,Mix
u2U7VkXHtMU,training,227,3,159,184,add 1 cup lemon juice and 3 tbsp olive oil,Mix
u95xkc4DfAs,validation,304,5,108,132,add the chopped vegetables,Mix
u95xkc4DfAs,validation,304,6,136,144,add the boiled udon noodles,Mix
uKoGb20Ngcs,training,405,2,156,246,add finely chopped onions and fry till it turns golden brown,Cook-Heat
uKoGb20Ngcs,training,405,9,467,475,open the lid after the pressure settles down and turn on the heat,Idle
uUqFphdLQ6g,training,121,9,264,270,add hot sauce and clams to the soup,Mix
uXbkxyyOEr4,training,306,1,55,99,adds prawns fish sauce soy sauce teriyaki sauce sesame oil minced garlic to a bowl and mix,Mix
u_EbTnpbHRk,training,203,2,57,103,add an egg bread crumbs onion powder garlic powder and salt and mix,Mix
u_EbTnpbHRk,training,203,9,283,335,add tomato sauce meatballs and then parmesan cheese to the pasta,Mix
ueGKsfUW-PM,training,229,6,310,370,make falafel patties with the mixture,Idle
ukfCQQpZ0k4,training,423,1,57,71,add the prawns and cook,Cook-Heat
ulTKMWIQR30,training,116,1,18,60,put the filling in the wonton wrappers,Mix
v-GtKLHLmsU,training,101,1,260,291,place the bacon on the bread,Plate
